b'@Pinkuizback @_garrywalia @ModiLeDubega pro nahi anti caa tha be',b'1232188817345581061',b'laxman TPN',b'LaxmanJaat88',"b'Barmer, India'",b'',b'233',b'343',b'0',b'7782',b'2483',b'False',b'False',b'True',b'False',b'2010-05-07 04:05:46'
b'#DELHIRIOTS PRO CAA SUPPORTERS rescuing an injured Constable MAUJPUR https://t.co/N5UZGM03lv',b'1232158494767419392',b'Chayan Chatterjee',b'Satyanewshi',b'INDIA',b'Great Grandson of Sir Asutosh Mukherjee  \\nFOLLOWED BY @nsitharamanoffc  @OfficeOfRKSingh @KapilMishra_IND @RahulSinh @KanchanGupta @me_locket',b'8750',b'277',b'45',b'150567',b'18136',b'False',b'False',b'False',b'False',b'2016-07-13 02:28:48'
"b'@AdityaRajKaul Because of people like you ,who spread false news....have a little shame...that collide happened bet\\u2026 https://t.co/EoErmMaIhM'",b'1232158454413807616',b'shaktimaan',b'saitamaindia',"b'Vishakhapatnam, India'",b'Hope',b'20',b'38',b'2',b'612',b'954',b'False',b'False',b'True',b'False',b'2011-03-26 11:31:16'
"b'@UnknownIndian12 @ArvindKejriwal They are not the ones rioting, Arnab. See the videos of police encouraging so call\\u2026 https://t.co/NHWKwW7pF4'",b'1232158371840774146',b'mohit khattar',b'mohitkhattar',b'mumbai',"b'Keen Observer, Marketeer, Retailer, food enthusiast, CEO and avid learner'",b'402',b'316',b'10',b'1413',b'2793',b'False',b'False',b'True',b'False',b'2009-07-13 04:02:13'
b'Now whole India knows PRO CAA means anti-muslim https://t.co/XjNQtirW3I',b'1232158315502682112',b'jyoti',b'Nisha83855958',b'',"b'social activist, cyber security expert,love music and Flowers.'",b'159',b'186',b'0',b'3557',b'5968',b'False',b'False',b'True',b'False',b'2019-07-01 17:00:08'
"b""It's been confirmed by @AltNews that this shooter was not from the Pro CAA crowd. What appeared to be saffron flags\\u2026 https://t.co/TU34B0S16e""",b'1232158248335077382',b'Uday Singh Rana',b'UdaySRana',"b'New Delhi, India'","b'Journalist, reporter, anchor at @CNNnews18. Retweets are not endorsements.'",b'3987',b'2166',b'62',b'20321',b'3395',b'False',b'False',b'False',b'False',b'2009-08-17 11:36:28'
"b""@Chandankrishn13 @UtkarshSingh_ @KapilMishra_IND Brother he's talking abt pro -CAA and they are anti -INDIA lekin t\\u2026 https://t.co/YSLXJSGiuG""",b'1232158210380849154',b'Irfan',b'Irfan65425001',b'',b'Deshbhakt',b'1',b'91',b'0',b'121',b'327',b'False',b'False',b'True',b'False',b'2020-02-07 13:24:16'
"b'@Kritika_Kamra So you agree CAA protests r by Muslims and pro Muslims against majority, rest all is given damn by them'",b'1232158113622454273',b'Ravi s Pandit',b'RavisPandit5',b'',b'',b'0',b'48',b'0',b'337',b'236',b'False',b'True',b'True',b'False',b'2019-03-22 07:27:01'
b'The pro- CAA protestors actually aren\\u2019t pro- CAA because it is already the law. What they are is Anti- antiCAA prot\\u2026 https://t.co/QOqhIib5lL',b'1232158052972929024',b'Vasundhara Singh Sirnate',b'vsirnate',b'Northern Ireland',"b'The Polis Project (Co-founder & Director of Research), LSR Journalism, JNU (Center for Political Studies), UC Berkeley Political Science. Tweets are personal.'",b'6438',b'2748',b'48',b'6353',b'777',b'False',b'False',b'True',b'False',b'2009-09-17 16:30:54'
b'@frankenstrike_x @divyeshpagare97 @imMAK02 @DelhiPolice Oh really? Bhai just tell me how many pro caa people have l\\u2026 https://t.co/HuL2JM3xtA',b'1232157989450027010',b'Jigar Vyas',b'JigarVy',"b'Mumbai, India'",b'Aspiring CA. Fiercely Atheist. Truly Secular. Twitter novice. Indian but not proud anymore.',b'33',b'65',b'0',b'596',b'1761',b'False',b'False',b'True',b'False',b'2018-10-12 12:41:55'
b'@SwetaSinghAT HM se bhi question kar liya karo mam wo kya kar rahe hai . unke leader hi logo ko bhadka rahe hai . a\\u2026 https://t.co/L9IDCaAfiC',b'1232157977395646464',b'Parvez khan',b'parvez_khan44',"b'Ghaziabad, India'",b'big fan of srk.',b'59',b'610',b'2',b'4880',b'1119',b'False',b'False',b'False',b'False',b'2010-12-10 02:56:57'
"b""@VishalDadlani My thought ... Why the 'pro CAA' left their work incomplete...they should have kicked the backsides\\u2026 https://t.co/A74pJmLiTn""",b'1232157829311561730',b'Rajeev Sinha',b'RajeevSinha2408',b'Gurgaon-India',b'Indian & Hindu. From Bihar/Sonipat (Har).\\nDirector & VP in MNC.\\nRooted 5 years to make Modiji our PM.\\nEx Prez Essel Towers RWA Gurgaon.',b'2821',b'2300',b'11',b'23313',b'6415',b'False',b'False',b'False',b'False',b'2009-09-22 08:38:20'
b'Reuters journalist saw policeman tell a pro-CAA group: \\u2018Go ahead and throw stones\\u2019 \\n\\nHas the Delhi CM asked the pol\\u2026 https://t.co/iOzf1rsrCt',b'1232157773632282624',b'barkha deva',b'barkhad',"b'new delhi, india'","b'Views are personal, RT not endorsements'",b'5472',b'2633',b'77',b'31936',b'15560',b'False',b'False',b'True',b'False',b'2009-05-25 11:53:38'
b'@rose_k01 And what pro CAA goons doing there whatever violence is spreading its master mind Kapil Mishra and as far\\u2026 https://t.co/E4BUGrOa4B',b'1232157752706904065',b'Md Anish',b'MdAnish89494758',b'',b'Allah is enough for me',b'14',b'26',b'0',b'145',b'51',b'False',b'False',b'True',b'False',b'2019-07-06 12:26:45'
b'\\u092a\\u0939\\u0932\\u0947 \\u0927\\u0930\\u0928\\u093e \\u0939\\u094b\\u0924\\u093e \\u0925\\u093e \\u0932\\u094b\\u0917 \\u0905\\u0928\\u0936\\u0928 \\u092a\\u0930 \\u092c\\u0948\\u0920\\u0924\\u0947 \\u0925\\u0947\\u0964\\n\\u0905\\u092c #AntiCAA #Pro_CAA \\n\\u0915\\u0941\\u091b \\u0926\\u093f\\u0928 \\u092e\\u0947\\u0902\\n#Beginners \\n#intermediate\\n#Professional\\u2026 https://t.co/Y4KhwlgEme',b'1232157713280438280',b'Shubham',b'me_s_h_u_b_h',"b'Varanasi, India'","b""ENGINEER\\nisn't that enough?\\n#\\u092c\\u0928\\u093e\\u0930\\u0938\\u0940""",b'50',b'192',b'0',b'813',b'1654',b'False',b'False',b'True',b'False',b'2017-03-09 17:16:52'
b'@Barathi91 https://t.co/GU3jVQllIv',b'1232157594942238720',b'Butthead Cornholio',b'ButtH_Cornholio',b'',b'My opinion. My life. It\\u2019s strictly personal.',b'131',b'1024',b'0',b'4114',b'16727',b'False',b'False',b'True',b'False',b'2007-11-21 02:31:53'
b'@SaniaAhmad1111 Pro Caa are the counter protest who were fed up with Islamic supremacist Hindu phobic  anti caa protest',b'1232157539145482242',b'Kudharati Kafir',b'ExisterThe',b'Islamic Hell',b'Allah ne mere sapno me yeh kaha hei ki wah Kalpit hai',b'9',b'236',b'0',b'394',b'4242',b'False',b'False',b'True',b'False',b'2018-12-17 05:35:40'
b'@twerkfor_jesus Yes I looked at your profile and I know how to the left you are. The cops were shielding and peltin\\u2026 https://t.co/rCLiw8VKjM',b'1232157467984846849',b'nino \\U0001f3f3\\ufe0f\\u200d\\U0001f308',b'locomomos',b'hyderabad',"b'some of yall bout to be real mad at me,,,,, but it must be said | he/him'",b'2157',b'511',b'8',b'20480',b'12009',b'False',b'False',b'True',b'False',b'2019-04-12 03:50:53'
"b'How Stupid., As you are Pro- Muslim, can you tell them that these protests are pointless as CAA is not against you\\u2026 https://t.co/UDpKQZeVPM'",b'1232157426524119040',b'\\u0936\\u094d\\u0930\\u0940Murali\\U0001f1ee\\U0001f1f3',b'mayamadhava',b'India',"b'QA/QC, Global Quality, #Artpreneur.\\n\\nFollowed by @tarunvijay ji, @mafoikprajan ji, @Sathyabama Ji\\n\\nProud Hindu\\U0001f549\\ufe0fSanskrit\\U0001f549\\ufe0fYoga\\U0001f549\\ufe0f Archives at @mayamadhava1'",b'1814',b'502',b'17',b'31541',b'23178',b'False',b'False',b'False',b'False',b'2018-07-15 16:46:43'
"b""@PrinceArihan Government can't unless there is open support from pro CAA people.""",b'1232157414754930689',b'Prashant Patro \\U0001f1ee\\U0001f1f3',b'prashant_patro',b'Akhand  Bharat',b'Like Ramakrishna Vivekananda philosophy . Believe in Sanatan Dharma . Country first . Keep independent opinion only . No intention to hurt .',b'51',b'107',b'0',b'1693',b'856',b'False',b'False',b'True',b'False',b'2012-12-20 10:06:34'
"b'@sandymridul Sab ki ek jesi hi lines hai!!! ""Anti hindu &amp; not Pro CAA"". Lagta hai sabko same matter diya gaya hai t\\u2026 https://t.co/AoaUUKlgUy'",b'1232157348916953088',b'Mansi Bhojak',b'nayakmansi10',b'',b'',b'17',b'239',b'0',b'170',b'29',b'False',b'False',b'True',b'False',b'2010-05-18 08:13:41'
"b""@realDonaldTrump You're just a Brick in the Wall...\\n\\nhttps://t.co/WI4EFEqaLy https://t.co/qLbuBaBRdp""",b'1232157341207777280',b'\\U0001f1ee\\U0001f1f3 Vinay VS \\U0001f648\\U0001f649\\U0001f64a',b'VinayShindeBlr',b'',"b'\\u092e\\u093e\\u0902,\\u092e\\u0941\\u091d\\u0947 \\u0915\\u094b\\u0908 \\u0936\\u0902\\u0915\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 \\u0915\\u093f \\u092e\\u0947\\u0930\\u093e \\u092e\\u0941\\u0932\\u094d\\u0915 \\u090f\\u0915 \\u0926\\u093f\\u0928 \\u0906\\u091c\\u093e\\u0926 \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e,\\u092a\\u0930 \\u092e\\u0941\\u091d\\u0947 \\u0921\\u0930 \\u0939\\u0948 \\u0915\\u093f \\u0917\\u094b\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c \\u091c\\u093f\\u0928 \\u0915\\u0941\\u0930\\u094d\\u0938\\u093f\\u092f\\u094b\\u0902 \\u0915\\u094b \\u091b\\u094b\\u0921\\u093c\\u0915\\u0930 \\u091c\\u093e\\u090f\\u0902\\u0917\\u0947,\\u0909\\u0928 \\u092a\\u0930 \\u092d\\u0942\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c\\u094b\\u0902 \\u0915\\u093e \\u0915\\u092c\\u094d\\u091c\\u093e \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e \\U0001f501\\U0001f6ae'",b'255',b'1527',b'0',b'28651',b'37087',b'False',b'False',b'True',b'False',b'2015-08-17 08:21:31'
b'Please let\\u2019s stop calling them pro CAA. Let\\u2019s call them what they are - Anti Muslim. They don\\u2019t give a damn about C\\u2026 https://t.co/YLOFpRON5I',b'1232157331237961729',b'Visal Zaidi \\U0001f1ee\\U0001f1f3 \\U0001f495',b'zaidivisal_110',b'New Delhi',b'',b'4',b'48',b'0',b'148',b'50',b'False',b'False',b'True',b'False',b'2017-04-12 07:00:20'
"b'@MadMart05 @t_d_h_nair Roadblocking etc , now when Elections are over . No one is ready to pay for biryani and cost\\u2026 https://t.co/0qkxrWmdrJ'",b'1232157323285667840',b'JadduWarrior #PlayJadduat6',b'AbhiKaccording',b'',"b'RCB over everything, Ravi Jadeja \\U0001f410 over RCB || Don\\u2019t take my tweets seriously, i don\\u2019t mean them'",b'172',b'203',b'0',b'1417',b'1309',b'False',b'False',b'True',b'False',b'2018-06-08 13:55:27'
"b""@sandymridul Divide divide divide..\\nIf anti caa is not muslim stand then why pro caa is anti Muslim ??\\nI don't thin\\u2026 https://t.co/9KuDhzYtP4""",b'1232157305178927104',b'Your Dad !',b'Yourdaddy012',b'',b'I Am a Liberal and Not Liberandu !\\n\\nI am a Secular and Not Sicular \\U0001f60e\\n\\nRetweets are not endorsement !',b'202',b'427',b'0',b'7982',b'21037',b'False',b'False',b'True',b'False',b'2018-01-06 15:41:03'
"b'What the scene is going on, a Muslim CAA Protester was being brutally beaten by the mob and neither anyone came ahe\\u2026 https://t.co/534Blr8pfK'",b'1232157221020151809',b'Md Shoaib Hasan',b'shoaib027',"b'Bihar, India'","b""I'm student obsessed of politics""",b'0',b'10',b'0',b'7',b'12',b'False',b'False',b'True',b'False',b'2020-02-22 05:57:29'
"b'Sir @VishalDadlani, then who started violence in ASSAM, burned trains and railways stations in WEST BENGAL, etc. \\n""\\u2026 https://t.co/MlNd0D6N5j'",b'1232157212329594881',b'_prince_harsha',b'prince_harsh007',"b'Kolkata, India'",b'Meritnation || Toppr || Freelancer ||\\n\\nMotto - Education For All',b'23',b'188',b'0',b'420',b'92',b'False',b'False',b'True',b'False',b'2016-05-07 10:29:15'
b'Murder by your pro CAA supporters . https://t.co/7OYwL1ZOkw',b'1232157208684658689',b'Ganesh Gorakhpuri',b'gchoudhary4',"b'Gorakhpur, India'",b'omnipotent omnipresent Sawariya Seth takes care of me and guides me .',b'606',b'1290',b'5',b'34085',b'26667',b'False',b'False',b'True',b'False',b'2013-03-29 19:17:49'
"b'At least four people, including a civilian and a head constable, were killed and a deputy commissioner injured.\\u2026 https://t.co/Har9KsuXSA'",b'1232157206939783168',b'Free Press Journal',b'fpjindia',b'India',b'The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.',b'10337',b'494',b'414',b'180407',b'589',b'True',b'False',b'False',b'False',b'2011-05-09 14:15:05'
b'@VishalDadlani Exactly. Think. Jab tak Pro CAA wale chup baithe the no problem.\\n\\nPer jab Pro CAA wale ne bhi virod\\u2026 https://t.co/WY334lWc5c',b'1232157144746561537',b'Siddharth Singh',b'sidss007',b'India',b'',b'276',b'179',b'2',b'4316',b'17072',b'False',b'False',b'False',b'False',b'2012-02-03 04:14:01'
b'@Javedakhtarjadu You called yourself an atheist but you support Islamists what a shame BTW those who organised pro\\u2026 https://t.co/Kc2eNRhMtt',b'1232157118523936768',b'Viky Dutta',b'Biky84378926',"b'Siliguri, India'",b'Proud Indian \\U0001f1ee\\U0001f1f3',b'11',b'272',b'0',b'1193',b'4517',b'False',b'False',b'True',b'False',b'2019-12-14 11:55:44'
b'@yazad_barca Pro CAA protesters are also at fault here. But it all started when libtards ane woke congressi played\\u2026 https://t.co/C24KRm8rsE',b'1232157108151275520',b'Yash',b'yashdesai_',"b'Vapi, India'",b'Chemical Engineer (no i dont work in a lab wearing a coat). Football enthusiast. Jethalal stan forever. Cant stand stupid people.',b'353',b'1437',b'1',b'4444',b'1345',b'False',b'False',b'False',b'False',b'2011-02-08 04:47:40'
"b'One policeman, four civilians died. Over 50 people injured. \\u201cThe violence erupted in the presence of nearly 100 pol\\u2026 https://t.co/AMBzKOiAbb'",b'1232157091273424896',b'Avantika Mehta',b'bitingfriends',"b'Ahmadabad City, India'",b'writer; journo; lawyer; volatile woman; re-tweeter-at-large. \\u270d\\U0001f3fd: @indiaspend @httweets @scroll_in @asiaLitReview \\U0001f469\\U0001f3fb\\u200d\\U0001f3eb@anantuniv \\U0001f4e9avantikamehtawork@gmail',b'5631',b'740',b'110',b'23721',b'20764',b'False',b'False',b'False',b'False',b'2013-06-04 11:43:24'
b'@sardanarohit This is the reality of pro CAA supporters https://t.co/SHxeAfxp8T',b'1232156966681636865',b'jyoti',b'Nisha83855958',b'',"b'social activist, cyber security expert,love music and Flowers.'",b'159',b'186',b'0',b'3557',b'5968',b'False',b'False',b'True',b'False',b'2019-07-01 17:00:08'
b'How violence unfolded on Delhi streets during anti-CAA protests in Jafrabad - delhi news - Hindustan Times https://t.co/42vh2dtSXQ',b'1232156932548497409',b'Sandeep Mertia',b'SandeepMertia',"b'New York, NY'","b'PhD-ing @mccNYU \\u2022 Former Research Associate, Sarai-CSDS \\u2022 ICT Engineer / Anthropologist \\u2022 Yogi'",b'873',b'954',b'46',b'12369',b'6730',b'False',b'False',b'False',b'False',b'2010-06-22 09:47:51'
b'@Javedakhtarjadu https://t.co/WI4EFEqaLy https://t.co/YxcjqNhzJo',b'1232156892643786753',b'\\U0001f1ee\\U0001f1f3 Vinay VS \\U0001f648\\U0001f649\\U0001f64a',b'VinayShindeBlr',b'',"b'\\u092e\\u093e\\u0902,\\u092e\\u0941\\u091d\\u0947 \\u0915\\u094b\\u0908 \\u0936\\u0902\\u0915\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 \\u0915\\u093f \\u092e\\u0947\\u0930\\u093e \\u092e\\u0941\\u0932\\u094d\\u0915 \\u090f\\u0915 \\u0926\\u093f\\u0928 \\u0906\\u091c\\u093e\\u0926 \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e,\\u092a\\u0930 \\u092e\\u0941\\u091d\\u0947 \\u0921\\u0930 \\u0939\\u0948 \\u0915\\u093f \\u0917\\u094b\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c \\u091c\\u093f\\u0928 \\u0915\\u0941\\u0930\\u094d\\u0938\\u093f\\u092f\\u094b\\u0902 \\u0915\\u094b \\u091b\\u094b\\u0921\\u093c\\u0915\\u0930 \\u091c\\u093e\\u090f\\u0902\\u0917\\u0947,\\u0909\\u0928 \\u092a\\u0930 \\u092d\\u0942\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c\\u094b\\u0902 \\u0915\\u093e \\u0915\\u092c\\u094d\\u091c\\u093e \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e \\U0001f501\\U0001f6ae'",b'255',b'1527',b'0',b'28651',b'37087',b'False',b'False',b'True',b'False',b'2015-08-17 08:21:31'
b'@iyersaishwarya @Sootradhar @TheQuint Why do you still doing anti CAA and pro CAA.\\nNow these are riots perpetuated\\u2026 https://t.co/aZilOyn4vt',b'1232156844375756800',b'Sumit',b'sumitkumar',b'',b'',b'256',b'1602',b'3',b'86411',b'20016',b'False',b'False',b'False',b'False',b'2008-04-17 08:48:06'
b'Selective mourning on the Killed or Injured individual on Delhi CAA anti/pro supporters are not good for country.\\u2026 https://t.co/ZdVHD6qwrp',b'1232156821978329088',b'Mayank Porwal\\U0001f1ee\\U0001f1f3',b'Mayank2124',"b'Gurgaon, India'","b'\\u0939\\u093f\\u0928\\u094d\\u0926\\u0940 \\u092d\\u093e\\u0937\\u0940, \\u0926\\u0947\\u0936 \\u0915\\u0947 \\u0932\\u093f\\u092f\\u0947 \\u0909\\u0932\\u094d\\u091f\\u093e \\u092c\\u094b\\u0932\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0905\\u0938\\u0939\\u093f\\u0937\\u094d\\u0923\\u0941,'",b'52',b'723',b'2',b'492',b'1523',b'False',b'False',b'True',b'False',b'2013-10-12 20:35:37'
"b'@Javedakhtarjadu Its more of, All the Javed Akhtar being unleashed fearing the strength of Pro CAA movement'",b'1232156773601206272',b'vaibhav jhade',b'jazz056',b'hyderabad',"b'no Bio ,have chosen Maths :)'",b'12',b'47',b'0',b'71',b'33',b'False',b'False',b'True',b'False',b'2010-02-23 09:10:32'
b'@sardanarohit This is what pro CAA supporters wants they are actually anti-muslim only https://t.co/3QNhD8bPed',b'1232156767263453184',b'jyoti',b'Nisha83855958',b'',"b'social activist, cyber security expert,love music and Flowers.'",b'159',b'186',b'0',b'3557',b'5968',b'False',b'False',b'True',b'False',b'2019-07-01 17:00:08'
b'@VishalDadlani Islamic terrorists are pro CAA?',b'1232156725832232960',b'Krishna',b'Hope42019',b'Earth',b'Huge fan of rosh and Vijay!',b'77',b'482',b'0',b'6605',b'8983',b'False',b'False',b'False',b'False',b'2018-03-28 07:55:46'
b'What is pro CAA ? It is just anti Muslims gathering of RSS goons .#BanRSS',b'1232156588770766848',b'\\u0634\\u0628\\u0627 \\u0646\\u06c1 \\u0633\\u06c1\\u0631',b'SHABANA_SAHER',b'India / Jeddah ',b'Mein Ishq bhi likhna Chauhan to inquilab likha jata hai.',b'2159',b'822',b'18',b'28647',b'2581',b'False',b'False',b'True',b'False',b'2010-08-23 15:19:44'
"b""@pradeeptTOI @HMOIndia If anti and pro CAA protest turned violent, it's failure of the security and intelligence ag\\u2026 https://t.co/1MctLhJFN1""",b'1232156572094169089',b'Rajan Singh',b'rajansi45',"b'New Delhi, India'","b'Investigative journalist, reporting on Security, Intel & investigative agencies, governance & geo political issues.Tweets personal, RTs not endorsement!'",b'2284',b'317',b'23',b'15398',b'5437',b'False',b'False',b'False',b'False',b'2013-06-16 09:45:44'
b'@MadForWord_ @ParvezAOfficial @ReallySwara @chowhanpriyanka https://t.co/ialDinAjWm',b'1232156522274152448',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30713',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'@stretford_devil @narendramodi @HMOIndia @AmitShah @amitmalviya @pokershash Where is the proof that it was pro CAA\\u2026 https://t.co/pGYRCO0eLE',b'1232156388039651339',b'\\u0906\\u0930\\u094d\\u092f\\u092d\\u091f\\u094d\\u091f',b'aryabha14756356',b'',b'',b'153',b'756',b'1',b'31223',b'50775',b'False',b'False',b'True',b'False',b'2019-06-15 12:57:06'
b'@piyushharshe11 @AdityaRajKaul bro protest dono ke violent hain...do you want the police to shoot both pro CAA and anti CAA memebers.....',b'1232156261577216002',b'LoLPanda',b'WordOfAnAtheist',b'',b'',b'4',b'27',b'0',b'178',b'76',b'False',b'False',b'True',b'False',b'2016-02-11 09:38:38'
"b""@milindkhandekar Sir\\nMujhe samajh mein Nahi aa Raha hai .... What is the role of pro caa rallies....jaab ki it's al\\u2026 https://t.co/56dJDgG8go""",b'1232156244539891712',b'uttam Kumar',b'uttamjena',b'Bhubaneswar',b'Working Professional. Believe in Secularism.',b'51',b'472',b'0',b'1320',b'1127',b'False',b'False',b'True',b'False',b'2010-04-27 16:56:36'
b'Unregulated Collection of hundreds of people at one location should not be allowed REGARDLESS of PURPOSE - it is in\\u2026 https://t.co/TUIjbOotRN',b'1232156138122227718',b'Ashoka the Great',b'MyCountryMyLif1',"b'New Delhi, India'",b'Posts are personal views and open to trash-can',b'8',b'51',b'0',b'1299',b'976',b'False',b'False',b'False',b'False',b'2017-03-25 09:25:28'
"b'@ArvindKejriwal Sir aap delhi k logon ko samjhate kyn nhi , chahe wo Anti CAA k ho ya Pro CAA k ....Chahe police k\\u2026 https://t.co/JbPsEkwON6'",b'1232156013903728640',b'Bhavya Mishra \\U0001f1ee\\U0001f1f3',b'BhavyaMishra05',b'',"b'Profession-Engineer\\n,Religion-Indian\\n,Passion-Game and Photography\\n,Fan-Indian Defence and Narendra Modi'",b'15',b'165',b'0',b'220',b'302',b'False',b'False',b'True',b'False',b'2019-03-11 04:00:40'
"b'@AdityaRajKaul why did ""pro-CAA "" went for bullying &amp; confrontation ?  also least when CAA is already a law in affe\\u2026 https://t.co/GTrddbtkJ7'",b'1232156001085706241',b'suman kumar',b'skumar_94',"b'New Delhi, India'","b'Not a politician, not a volunteer of any party and not in any way related to any party but an AAM INDIAN with AAM thoughts'",b'355',b'1122',b'20',b'31736',b'6972',b'False',b'False',b'False',b'False',b'2010-05-20 14:18:21'
b'@kMayur29 @dhruv_rathee Yeah there is a limit.. go and check videos of police helping pro CAA throw stones.. check\\u2026 https://t.co/TvIAZjSVyt',b'1232155884282793984',b'Mohammed Shaarif',b'Shaa_if',b'',b'tweets are my opinions ..',b'73',b'158',b'0',b'3616',b'6391',b'False',b'False',b'True',b'False',b'2016-03-27 07:12:16'
